"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101017601","Census Tract 176.01, Philadelphia County, Pennsylvania","5321","657","null","null","641","null","303","null","195","null","122","null","285","160","null","null","12","21","null","null","0","null","109","null","0","109","null","null","44","51","null","null","105","null","131","null","0","109","null","null","105","131","null","null","4680","null","690","null","1335","376","null","null","882","483","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2320","null","697","null","143","113","null","null","71","null","70","null","72","null","86","null",
"1400000US42101017602","Census Tract 176.02, Philadelphia County, Pennsylvania","4513","918","null","null","1599","null","873","null","433","null","268","null","1135","712","null","null","0","109","null","null","31","null","49","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2914","null","584","null","820","440","null","null","8","14","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2002","null","610","null","84","63","null","null","65","null","54","null","19","null","31","null",
"1400000US42101017701","Census Tract 177.01, Philadelphia County, Pennsylvania","3526","585","null","null","1771","null","463","null","427","null","234","null","1091","313","null","null","0","109","null","null","210","null","193","null","0","109","null","null","11","19","null","null","32","null","51","null","0","109","null","null","32","51","null","null","1755","null","547","null","437","231","null","null","51","64","null","null","0","null","109","null","0","109","null","null","0","109","null","null","1157","null","491","null","110","136","null","null","83","null","131","null","27","null","40","null",
"1400000US42101017702","Census Tract 177.02, Philadelphia County, Pennsylvania","5633","842","null","null","1353","null","486","null","383","null","140","null","876","472","null","null","16","27","null","null","70","null","119","null","0","109","null","null","0","109","null","null","8","null","20","null","0","109","null","null","8","20","null","null","4280","null","818","null","820","448","null","null","168","154","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2756","null","749","null","536","411","null","null","68","null","71","null","468","null","402","null",
"1400000US42101017800","Census Tract 178, Philadelphia County, Pennsylvania","6692","919","null","null","2968","null","481","null","1030","null","295","null","1366","431","null","null","56","72","null","null","299","null","260","null","0","109","null","null","83","111","null","null","134","null","181","null","0","109","null","null","134","181","null","null","3724","null","777","null","700","340","null","null","282","317","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2525","null","583","null","217","162","null","null","87","null","105","null","130","null","120","null",
"1400000US42101017900","Census Tract 179, Philadelphia County, Pennsylvania","5417","920","null","null","4151","null","751","null","2312","null","501","null","1597","566","null","null","147","206","null","null","9","null","16","null","0","109","null","null","0","109","null","null","86","null","82","null","0","109","null","null","86","82","null","null","1266","null","747","null","379","327","null","null","526","547","null","null","0","null","109","null","9","15","null","null","0","109","null","null","269","null","328","null","83","108","null","null","70","null","107","null","13","null","21","null",
"1400000US42101018001","Census Tract 180.01, Philadelphia County, Pennsylvania","2372","449","null","null","2372","null","449","null","2372","null","449","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101018002","Census Tract 180.02, Philadelphia County, Pennsylvania","5461","723","null","null","5009","null","609","null","4785","null","549","null","45","74","null","null","0","109","null","null","35","null","39","null","0","109","null","null","0","109","null","null","144","null","133","null","42","67","null","null","102","117","null","null","452","null","461","null","112","131","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","59","null","62","null","281","427","null","null","281","null","427","null","0","null","109","null",
"1400000US42101018300","Census Tract 183, Philadelphia County, Pennsylvania","4321","354","null","null","4265","null","345","null","3943","null","322","null","317","464","null","null","5","9","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","56","null","60","null","47","53","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","9","null","15","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101018400","Census Tract 184, Philadelphia County, Pennsylvania","2060","191","null","null","2022","null","195","null","1966","null","193","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","56","null","60","null","0","109","null","null","56","60","null","null","38","null","49","null","10","15","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","28","null","46","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101018800","Census Tract 188, Philadelphia County, Pennsylvania","8238","1097","null","null","5353","null","982","null","2487","null","560","null","2369","720","null","null","0","109","null","null","91","null","89","null","0","109","null","null","324","445","null","null","82","null","86","null","0","109","null","null","82","86","null","null","2885","null","793","null","1067","550","null","null","157","152","null","null","0","null","109","null","0","109","null","null","0","109","null","null","1459","null","601","null","202","231","null","null","88","null","138","null","114","null","190","null",
"1400000US42101019000","Census Tract 190, Philadelphia County, Pennsylvania","9022","940","null","null","4508","null","885","null","1587","null","824","null","2427","798","null","null","0","109","null","null","323","null","201","null","0","109","null","null","0","109","null","null","171","null","105","null","0","109","null","null","171","105","null","null","4514","null","936","null","1167","669","null","null","175","204","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2976","null","993","null","196","243","null","null","196","null","243","null","0","null","109","null",
"1400000US42101019100","Census Tract 191, Philadelphia County, Pennsylvania","7444","857","null","null","3630","null","619","null","1502","null","333","null","1211","468","null","null","12","18","null","null","729","null","313","null","0","109","null","null","0","109","null","null","176","null","201","null","0","109","null","null","176","201","null","null","3814","null","710","null","1098","428","null","null","0","109","null","null","11","null","17","null","58","66","null","null","0","109","null","null","2647","null","667","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101019200","Census Tract 192, Philadelphia County, Pennsylvania","8535","1171","null","null","2930","null","619","null","999","null","377","null","1630","472","null","null","0","109","null","null","229","null","312","null","0","109","null","null","28","45","null","null","44","null","35","null","0","109","null","null","44","35","null","null","5605","null","1121","null","1508","572","null","null","220","156","null","null","0","null","109","null","0","109","null","null","0","109","null","null","3614","null","901","null","263","251","null","null","209","null","239","null","54","null","79","null",
"1400000US42101019501","Census Tract 195.01, Philadelphia County, Pennsylvania","4433","779","null","null","460","null","222","null","179","null","121","null","189","138","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","92","null","94","null","0","109","null","null","92","94","null","null","3973","null","782","null","825","421","null","null","143","141","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2871","null","896","null","134","132","null","null","66","null","76","null","68","null","106","null",
"1400000US42101019502","Census Tract 195.02, Philadelphia County, Pennsylvania","3614","525","null","null","741","null","265","null","235","null","140","null","451","240","null","null","0","109","null","null","0","null","109","null","0","109","null","null","55","60","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2873","null","529","null","1102","557","null","null","89","117","null","null","0","null","109","null","0","109","null","null","0","109","null","null","1644","null","439","null","38","44","null","null","23","null","36","null","15","null","25","null",
"1400000US42101019700","Census Tract 197, Philadelphia County, Pennsylvania","7450","731","null","null","2654","null","538","null","250","null","164","null","2273","540","null","null","0","109","null","null","111","null","148","null","0","109","null","null","0","109","null","null","20","null","31","null","0","109","null","null","20","31","null","null","4796","null","612","null","851","305","null","null","235","256","null","null","14","null","23","null","0","109","null","null","0","109","null","null","3474","null","701","null","222","173","null","null","153","null","149","null","69","null","80","null",
"1400000US42101019800","Census Tract 198, Philadelphia County, Pennsylvania","5534","513","null","null","2077","null","340","null","81","null","52","null","1978","345","null","null","18","27","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","3457","null","486","null","610","219","null","null","167","183","null","null","0","null","109","null","0","109","null","null","0","109","null","null","2595","null","497","null","85","69","null","null","40","null","45","null","45","null","53","null",
"1400000US42101019900","Census Tract 199, Philadelphia County, Pennsylvania","4668","599","null","null","1794","null","437","null","274","null","160","null","1485","423","null","null","0","109","null","null","0","null","109","null","0","109","null","null","8","12","null","null","27","null","37","null","0","109","null","null","27","37","null","null","2874","null","447","null","896","410","null","null","187","154","null","null","0","null","109","null","11","18","null","null","0","109","null","null","1680","null","501","null","100","80","null","null","100","null","80","null","0","null","109","null",
"1400000US42101020000","Census Tract 200, Philadelphia County, Pennsylvania","1101","225","null","null","1071","null","226","null","109","null","98","null","906","215","null","null","0","109","null","null","54","null","53","null","0","109","null","null","0","109","null","null","2","null","3","null","0","109","null","null","2","3","null","null","30","null","33","null","12","19","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","9","null","13","null","9","15","null","null","9","null","15","null","0","null","109","null",
"1400000US42101020101","Census Tract 201.01, Philadelphia County, Pennsylvania","3798","713","null","null","3783","null","711","null","0","null","109","null","3783","711","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","15","null","25","null","15","25","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020102","Census Tract 201.02, Philadelphia County, Pennsylvania","2982","464","null","null","2947","null","465","null","200","null","270","null","2747","398","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","35","null","64","null","35","64","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020200","Census Tract 202, Philadelphia County, Pennsylvania","5135","654","null","null","5097","null","648","null","9","null","15","null","5088","650","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","38","null","64","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","38","null","64","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020300","Census Tract 203, Philadelphia County, Pennsylvania","3039","545","null","null","2900","null","512","null","47","null","45","null","2794","520","null","null","0","109","null","null","12","null","20","null","0","109","null","null","0","109","null","null","47","null","47","null","0","109","null","null","47","47","null","null","139","null","136","null","23","37","null","null","12","21","null","null","0","null","109","null","0","109","null","null","0","109","null","null","104","null","126","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020400","Census Tract 204, Philadelphia County, Pennsylvania","3062","454","null","null","2914","null","430","null","15","null","23","null","2899","434","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","148","null","205","null","24","36","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","124","null","201","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020500","Census Tract 205, Philadelphia County, Pennsylvania","2906","497","null","null","2860","null","483","null","28","null","32","null","2583","472","null","null","59","59","null","null","177","null","96","null","13","21","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","46","null","44","null","16","27","null","null","20","35","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","10","15","null","null","10","null","15","null","0","null","109","null",
"1400000US42101020600","Census Tract 206, Philadelphia County, Pennsylvania","2280","425","null","null","2269","null","426","null","1332","null","375","null","797","284","null","null","0","109","null","null","110","null","69","null","0","109","null","null","16","27","null","null","14","null","23","null","0","109","null","null","14","23","null","null","11","null","17","null","11","17","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020700","Census Tract 207, Philadelphia County, Pennsylvania","6087","865","null","null","6054","null","865","null","5058","null","792","null","652","209","null","null","0","109","null","null","268","null","173","null","0","109","null","null","0","109","null","null","76","null","79","null","0","109","null","null","76","79","null","null","33","null","39","null","33","39","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020800","Census Tract 208, Philadelphia County, Pennsylvania","1894","286","null","null","1826","null","285","null","863","null","135","null","630","255","null","null","0","109","null","null","194","null","123","null","0","109","null","null","95","152","null","null","44","null","40","null","0","109","null","null","44","40","null","null","68","null","67","null","68","67","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101020900","Census Tract 209, Philadelphia County, Pennsylvania","2933","496","null","null","2893","null","500","null","2472","null","511","null","183","121","null","null","0","109","null","null","164","null","149","null","0","109","null","null","16","24","null","null","58","null","39","null","18","28","null","null","40","34","null","null","40","null","42","null","40","42","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021000","Census Tract 210, Philadelphia County, Pennsylvania","4334","488","null","null","4172","null","481","null","3774","null","471","null","359","334","null","null","0","109","null","null","26","null","30","null","0","109","null","null","0","109","null","null","13","null","21","null","0","109","null","null","13","21","null","null","162","null","182","null","119","143","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","43","null","77","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021100","Census Tract 211, Philadelphia County, Pennsylvania","2378","333","null","null","2363","null","336","null","2190","null","313","null","138","122","null","null","0","109","null","null","35","null","41","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","15","null","25","null","15","25","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021200","Census Tract 212, Philadelphia County, Pennsylvania","2114","315","null","null","2114","null","315","null","1832","null","284","null","36","60","null","null","32","44","null","null","135","null","116","null","0","109","null","null","0","109","null","null","79","null","51","null","0","109","null","null","79","51","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021300","Census Tract 213, Philadelphia County, Pennsylvania","2813","365","null","null","2755","null","353","null","2516","null","335","null","212","169","null","null","0","109","null","null","16","null","25","null","0","109","null","null","0","109","null","null","11","null","18","null","0","109","null","null","11","18","null","null","58","null","48","null","21","25","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","37","null","44","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021400","Census Tract 214, Philadelphia County, Pennsylvania","2916","369","null","null","2859","null","354","null","2665","null","353","null","186","140","null","null","8","13","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","57","null","44","null","36","35","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","21","null","27","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021500","Census Tract 215, Philadelphia County, Pennsylvania","3234","364","null","null","3167","null","352","null","2809","null","368","null","101","66","null","null","16","25","null","null","191","null","125","null","0","109","null","null","11","17","null","null","39","null","46","null","0","109","null","null","39","46","null","null","67","null","43","null","26","32","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","33","null","32","null","8","13","null","null","0","null","109","null","8","null","13","null",
"1400000US42101021600","Census Tract 216, Philadelphia County, Pennsylvania","1227","216","null","null","1197","null","204","null","1060","null","200","null","95","72","null","null","36","57","null","null","0","null","109","null","0","109","null","null","0","109","null","null","6","null","9","null","0","109","null","null","6","9","null","null","30","null","35","null","15","24","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","15","24","null","null","0","null","109","null","15","null","24","null",
"1400000US42101021700","Census Tract 217, Philadelphia County, Pennsylvania","5663","483","null","null","5604","null","488","null","4755","null","449","null","538","340","null","null","0","109","null","null","209","null","167","null","0","109","null","null","18","30","null","null","84","null","73","null","32","36","null","null","52","65","null","null","59","null","93","null","59","93","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021800","Census Tract 218, Philadelphia County, Pennsylvania","3948","521","null","null","3783","null","532","null","3115","null","534","null","353","208","null","null","0","109","null","null","251","null","195","null","0","109","null","null","0","109","null","null","64","null","74","null","0","109","null","null","64","74","null","null","165","null","114","null","100","91","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","65","null","73","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101021900","Census Tract 219, Philadelphia County, Pennsylvania","1400","191","null","null","1400","null","191","null","1300","null","204","null","100","86","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101022000","Census Tract 220, Philadelphia County, Pennsylvania","1436","277","null","null","1334","null","245","null","1122","null","245","null","159","127","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","53","null","50","null","0","109","null","null","53","50","null","null","102","null","129","null","0","109","null","null","0","109","null","null","0","null","109","null","7","11","null","null","0","109","null","null","81","null","130","null","14","19","null","null","0","null","109","null","14","null","19","null",
"1400000US42101023100","Census Tract 231, Philadelphia County, Pennsylvania","1090","141","null","null","1056","null","143","null","975","null","140","null","6","14","null","null","0","109","null","null","65","null","68","null","0","109","null","null","0","109","null","null","10","null","21","null","0","109","null","null","10","21","null","null","34","null","40","null","34","40","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101023500","Census Tract 235, Philadelphia County, Pennsylvania","1022","123","null","null","1003","null","128","null","631","null","79","null","372","123","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","19","null","29","null","19","29","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101023600","Census Tract 236, Philadelphia County, Pennsylvania","3039","417","null","null","2910","null","399","null","1562","null","257","null","1278","363","null","null","0","109","null","null","16","null","19","null","0","109","null","null","37","45","null","null","17","null","24","null","0","109","null","null","17","24","null","null","129","null","85","null","25","33","null","null","25","35","null","null","0","null","109","null","0","109","null","null","0","109","null","null","52","null","49","null","27","28","null","null","0","null","109","null","27","null","28","null",
"1400000US42101023700","Census Tract 237, Philadelphia County, Pennsylvania","4325","568","null","null","4221","null","571","null","1546","null","294","null","2490","592","null","null","0","109","null","null","63","null","62","null","0","109","null","null","0","109","null","null","122","null","128","null","0","109","null","null","122","128","null","null","104","null","97","null","17","26","null","null","16","29","null","null","0","null","109","null","0","109","null","null","0","109","null","null","71","null","89","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101023800","Census Tract 238, Philadelphia County, Pennsylvania","4830","589","null","null","4642","null","565","null","1429","null","306","null","3012","482","null","null","27","41","null","null","12","null","20","null","0","109","null","null","0","109","null","null","162","null","95","null","0","109","null","null","162","95","null","null","188","null","150","null","69","110","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","50","null","57","null","69","64","null","null","16","null","27","null","53","null","61","null",
"1400000US42101023900","Census Tract 239, Philadelphia County, Pennsylvania","1678","249","null","null","1614","null","250","null","321","null","119","null","1219","286","null","null","0","109","null","null","10","null","25","null","0","109","null","null","0","109","null","null","64","null","58","null","0","109","null","null","64","58","null","null","64","null","54","null","24","25","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","40","null","48","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024000","Census Tract 240, Philadelphia County, Pennsylvania","3556","518","null","null","3438","null","499","null","1497","null","360","null","1778","372","null","null","0","109","null","null","102","null","74","null","0","109","null","null","0","109","null","null","61","null","50","null","0","109","null","null","61","50","null","null","118","null","160","null","0","109","null","null","13","21","null","null","0","null","109","null","0","109","null","null","0","109","null","null","105","null","158","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024100","Census Tract 241, Philadelphia County, Pennsylvania","693","146","null","null","670","null","149","null","139","null","93","null","516","128","null","null","15","27","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","23","null","25","null","0","109","null","null","11","18","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","12","18","null","null","12","null","18","null","0","null","109","null",
"1400000US42101024200","Census Tract 242, Philadelphia County, Pennsylvania","3957","512","null","null","3894","null","529","null","473","null","198","null","3316","520","null","null","22","28","null","null","0","null","109","null","0","109","null","null","12","19","null","null","71","null","78","null","0","109","null","null","71","78","null","null","63","null","69","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","44","null","66","null","19","27","null","null","0","null","109","null","19","null","27","null",
"1400000US42101024300","Census Tract 243, Philadelphia County, Pennsylvania","4388","517","null","null","4298","null","506","null","452","null","174","null","3776","490","null","null","0","109","null","null","44","null","64","null","0","109","null","null","0","109","null","null","26","null","28","null","0","109","null","null","26","28","null","null","90","null","103","null","35","53","null","null","41","54","null","null","0","null","109","null","0","109","null","null","0","109","null","null","14","null","23","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024400","Census Tract 244, Philadelphia County, Pennsylvania","3627","849","null","null","3507","null","844","null","252","null","222","null","3234","841","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","21","null","24","null","0","109","null","null","21","24","null","null","120","null","147","null","0","109","null","null","98","144","null","null","0","null","109","null","0","109","null","null","0","109","null","null","22","null","37","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024500","Census Tract 245, Philadelphia County, Pennsylvania","3552","512","null","null","3552","null","512","null","151","null","114","null","3394","526","null","null","0","109","null","null","7","null","11","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024600","Census Tract 246, Philadelphia County, Pennsylvania","2601","475","null","null","2578","null","475","null","113","null","91","null","2465","477","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","23","null","26","null","13","20","null","null","10","18","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024700","Census Tract 247, Philadelphia County, Pennsylvania","4124","689","null","null","3994","null","683","null","612","null","421","null","3336","563","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","46","null","46","null","0","109","null","null","46","46","null","null","130","null","118","null","64","81","null","null","66","88","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024800","Census Tract 248, Philadelphia County, Pennsylvania","2172","331","null","null","2086","null","343","null","70","null","75","null","1998","365","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","18","null","26","null","0","109","null","null","18","26","null","null","86","null","91","null","61","93","null","null","25","18","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024900","Census Tract 249, Philadelphia County, Pennsylvania","3393","704","null","null","3354","null","707","null","0","null","109","null","3310","705","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","44","null","43","null","0","109","null","null","44","43","null","null","39","null","48","null","24","40","null","null","15","25","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025200","Census Tract 252, Philadelphia County, Pennsylvania","7670","1162","null","null","7568","null","1152","null","753","null","281","null","6678","1170","null","null","0","109","null","null","11","null","19","null","0","109","null","null","0","109","null","null","126","null","115","null","0","109","null","null","126","115","null","null","102","null","85","null","0","109","null","null","43","67","null","null","0","null","109","null","0","109","null","null","0","109","null","null","48","null","55","null","11","19","null","null","11","null","19","null","0","null","109","null",
"1400000US42101025300","Census Tract 253, Philadelphia County, Pennsylvania","3333","566","null","null","3319","null","564","null","132","null","77","null","3177","570","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","10","null","16","null","0","109","null","null","10","16","null","null","14","null","22","null","0","109","null","null","14","22","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025400","Census Tract 254, Philadelphia County, Pennsylvania","3797","530","null","null","3674","null","528","null","348","null","134","null","3119","526","null","null","0","109","null","null","12","null","18","null","0","109","null","null","11","17","null","null","184","null","115","null","0","109","null","null","184","115","null","null","123","null","84","null","9","15","null","null","45","48","null","null","0","null","109","null","29","45","null","null","0","109","null","null","0","null","109","null","40","49","null","null","10","null","20","null","30","null","44","null",
"1400000US42101025500","Census Tract 255, Philadelphia County, Pennsylvania","2367","323","null","null","2274","null","309","null","696","null","187","null","1503","345","null","null","0","109","null","null","0","null","109","null","0","109","null","null","22","25","null","null","53","null","48","null","0","109","null","null","53","48","null","null","93","null","89","null","0","109","null","null","83","88","null","null","0","null","109","null","0","109","null","null","0","109","null","null","10","null","16","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025600","Census Tract 256, Philadelphia County, Pennsylvania","2484","265","null","null","2316","null","295","null","1244","null","194","null","907","230","null","null","0","109","null","null","38","null","36","null","0","109","null","null","0","109","null","null","127","null","114","null","8","14","null","null","119","114","null","null","168","null","152","null","33","50","null","null","11","17","null","null","0","null","109","null","0","109","null","null","0","109","null","null","124","null","149","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025700","Census Tract 257, Philadelphia County, Pennsylvania","3144","255","null","null","3090","null","269","null","1927","null","246","null","1084","328","null","null","8","14","null","null","24","null","30","null","0","109","null","null","0","109","null","null","47","null","46","null","0","109","null","null","47","46","null","null","54","null","52","null","41","48","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","13","null","21","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025800","Census Tract 258, Philadelphia County, Pennsylvania","1543","295","null","null","1543","null","295","null","29","null","38","null","1511","301","null","null","3","6","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
