"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002M","B15002_002MA","B15002_002EA","B15002_003E","B15002_003EA","B15002_003M","B15002_003MA","B15002_004E","B15002_004EA","B15002_004M","B15002_004MA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008M","B15002_008MA","B15002_008EA","B15002_009E","B15002_009M","B15002_009MA","B15002_009EA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012M","B15002_012MA","B15002_012EA","B15002_013E","B15002_013EA","B15002_013M","B15002_013MA","B15002_014E","B15002_014EA","B15002_014M","B15002_014MA","B15002_015E","B15002_015M","B15002_015MA","B15002_015EA","B15002_016E","B15002_016M","B15002_016MA","B15002_016EA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018M","B15002_018MA","B15002_018EA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020M","B15002_020MA","B15002_020EA","B15002_021E","B15002_021M","B15002_021MA","B15002_021EA","B15002_022E","B15002_022M","B15002_022MA","B15002_022EA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024M","B15002_024MA","B15002_024EA","B15002_025E","B15002_025M","B15002_025MA","B15002_025EA","B15002_026E","B15002_026M","B15002_026MA","B15002_026EA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028M","B15002_028MA","B15002_028EA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031M","B15002_031MA","B15002_031EA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033EA","B15002_033M","B15002_033MA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035M","B15002_035MA","B15002_035EA",
"1400000US42101021500","Census Tract 215, Philadelphia County, Pennsylvania","3079","693","null","null","1528","354","null","null","11","null","18","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","9","15","null","null","200","278","null","null","32","24","null","null","179","57","null","null","73","53","null","null","74","null","54","null","39","null","33","null","597","138","null","null","161","71","null","null","134","135","null","null","19","20","null","null","1551","361","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","21","25","null","null","0","11","null","null","173","69","null","null","64","48","null","null","120","84","null","null","61","77","null","null","720","354","null","null","318","null","84","null","65","null","47","null","9","15","null","null",
"1400000US42101021600","Census Tract 216, Philadelphia County, Pennsylvania","2019","264","null","null","1024","230","null","null","6","null","10","null","0","null","11","null","0","11","null","null","13","null","18","null","0","11","null","null","0","11","null","null","53","43","null","null","0","11","null","null","328","185","null","null","27","21","null","null","125","null","67","null","32","null","28","null","263","120","null","null","125","54","null","null","23","17","null","null","29","31","null","null","995","130","null","null","9","15","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","7","11","null","null","28","36","null","null","38","38","null","null","311","115","null","null","40","34","null","null","59","45","null","null","26","27","null","null","211","69","null","null","184","null","62","null","49","null","27","null","33","23","null","null",
"1400000US42101021700","Census Tract 217, Philadelphia County, Pennsylvania","4776","601","null","null","1945","332","null","null","0","null","15","null","0","null","15","null","24","37","null","null","0","null","15","null","1","2","null","null","47","61","null","null","11","19","null","null","93","124","null","null","635","214","null","null","85","56","null","null","243","null","122","null","143","null","156","null","378","162","null","null","179","91","null","null","106","73","null","null","0","15","null","null","2831","400","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","90","95","null","null","104","87","null","null","690","224","null","null","214","141","null","null","85","74","null","null","420","172","null","null","722","230","null","null","359","null","153","null","147","null","141","null","0","15","null","null",
"1400000US42101021800","Census Tract 218, Philadelphia County, Pennsylvania","3585","556","null","null","1639","286","null","null","1","null","2","null","0","null","15","null","0","15","null","null","0","null","15","null","57","77","null","null","0","15","null","null","68","103","null","null","0","15","null","null","362","133","null","null","80","88","null","null","208","null","156","null","79","null","70","null","557","220","null","null","125","103","null","null","58","64","null","null","44","44","null","null","1946","455","null","null","0","15","null","null","0","15","null","null","0","15","null","null","51","81","null","null","0","15","null","null","0","15","null","null","74","84","null","null","0","15","null","null","298","132","null","null","57","62","null","null","97","92","null","null","174","152","null","null","735","395","null","null","364","null","183","null","34","null","39","null","62","62","null","null",
"1400000US42101021900","Census Tract 219, Philadelphia County, Pennsylvania","1075","129","null","null","417","60","null","null","13","null","9","null","0","null","11","null","0","11","null","null","9","null","13","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","91","34","null","null","29","26","null","null","75","null","41","null","0","null","11","null","133","46","null","null","48","30","null","null","12","13","null","null","7","9","null","null","658","107","null","null","0","11","null","null","0","11","null","null","0","11","null","null","7","10","null","null","0","11","null","null","3","5","null","null","5","7","null","null","1","2","null","null","161","54","null","null","18","16","null","null","101","70","null","null","86","39","null","null","78","32","null","null","168","null","48","null","7","null","8","null","23","18","null","null",
"1400000US42101022000","Census Tract 220, Philadelphia County, Pennsylvania","1328","229","null","null","565","107","null","null","0","null","11","null","0","null","11","null","3","7","null","null","0","null","11","null","0","11","null","null","10","13","null","null","0","11","null","null","6","9","null","null","100","41","null","null","36","31","null","null","85","null","79","null","21","null","15","null","160","52","null","null","110","47","null","null","29","21","null","null","5","7","null","null","763","149","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","27","31","null","null","0","11","null","null","142","51","null","null","18","16","null","null","91","99","null","null","45","49","null","null","206","57","null","null","180","null","58","null","43","null","31","null","11","12","null","null",
"1400000US42101023100","Census Tract 231, Philadelphia County, Pennsylvania","933","131","null","null","437","79","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","24","25","null","null","15","24","null","null","39","null","28","null","0","null","11","null","157","61","null","null","75","36","null","null","77","32","null","null","50","32","null","null","496","69","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","8","12","null","null","63","35","null","null","10","11","null","null","56","35","null","null","11","11","null","null","133","55","null","null","99","null","36","null","79","null","32","null","37","19","null","null",
"1400000US42101023500","Census Tract 235, Philadelphia County, Pennsylvania","1019","201","null","null","457","144","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","8","17","null","null","5","7","null","null","35","51","null","null","30","25","null","null","48","73","null","null","63","null","49","null","0","null","11","null","132","49","null","null","33","23","null","null","89","47","null","null","14","11","null","null","562","100","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1","5","null","null","6","10","null","null","26","40","null","null","36","27","null","null","55","45","null","null","72","49","null","null","16","25","null","null","147","92","null","null","174","null","69","null","24","null","19","null","5","8","null","null",
"1400000US42101023600","Census Tract 236, Philadelphia County, Pennsylvania","1868","350","null","null","796","237","null","null","0","null","11","null","0","null","11","null","9","18","null","null","0","null","11","null","18","29","null","null","0","11","null","null","11","22","null","null","10","22","null","null","145","79","null","null","8","13","null","null","43","null","35","null","13","null","21","null","140","59","null","null","93","46","null","null","232","198","null","null","74","42","null","null","1072","188","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","10","17","null","null","8","18","null","null","11","22","null","null","166","73","null","null","0","11","null","null","37","36","null","null","13","19","null","null","225","82","null","null","376","null","140","null","171","null","127","null","55","34","null","null",
"1400000US42101023700","Census Tract 237, Philadelphia County, Pennsylvania","3539","550","null","null","1689","378","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","15","24","null","null","13","14","null","null","0","11","null","null","0","11","null","null","382","284","null","null","111","115","null","null","210","null","141","null","41","null","45","null","531","198","null","null","242","135","null","null","75","85","null","null","69","69","null","null","1850","288","null","null","0","11","null","null","7","16","null","null","0","11","null","null","0","11","null","null","0","11","null","null","6","15","null","null","43","67","null","null","25","34","null","null","248","141","null","null","60","55","null","null","214","102","null","null","51","56","null","null","434","160","null","null","555","null","180","null","207","null","156","null","0","11","null","null",
"1400000US42101023800","Census Tract 238, Philadelphia County, Pennsylvania","3601","710","null","null","1841","485","null","null","24","null","42","null","5","null","11","null","0","11","null","null","35","null","48","null","9","14","null","null","0","11","null","null","20","42","null","null","65","65","null","null","666","350","null","null","67","94","null","null","130","null","92","null","123","null","123","null","362","209","null","null","275","179","null","null","25","34","null","null","35","37","null","null","1760","374","null","null","0","11","null","null","5","11","null","null","0","11","null","null","23","38","null","null","0","11","null","null","8","13","null","null","13","21","null","null","25","43","null","null","436","249","null","null","148","141","null","null","225","155","null","null","236","196","null","null","362","175","null","null","182","null","83","null","83","null","78","null","14","19","null","null",
"1400000US42101023900","Census Tract 239, Philadelphia County, Pennsylvania","1183","153","null","null","473","108","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","30","47","null","null","11","18","null","null","0","11","null","null","111","69","null","null","41","32","null","null","47","null","38","null","0","null","11","null","176","83","null","null","57","41","null","null","0","11","null","null","0","11","null","null","710","128","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","50","49","null","null","0","11","null","null","216","103","null","null","20","31","null","null","129","88","null","null","0","11","null","null","110","53","null","null","128","null","61","null","32","null","30","null","25","40","null","null",
"1400000US42101024000","Census Tract 240, Philadelphia County, Pennsylvania","2638","387","null","null","1177","242","null","null","1","null","5","null","0","null","11","null","0","11","null","null","0","null","11","null","14","23","null","null","0","11","null","null","40","59","null","null","16","33","null","null","290","120","null","null","40","33","null","null","166","null","139","null","168","null","159","null","177","101","null","null","168","81","null","null","89","54","null","null","8","13","null","null","1461","247","null","null","0","11","null","null","0","11","null","null","0","11","null","null","4","9","null","null","0","11","null","null","2","4","null","null","63","64","null","null","49","44","null","null","333","163","null","null","8","13","null","null","182","141","null","null","65","54","null","null","261","91","null","null","445","null","165","null","49","null","46","null","0","11","null","null",
"1400000US42101024100","Census Tract 241, Philadelphia County, Pennsylvania","1257","246","null","null","726","217","null","null","8","null","13","null","0","null","11","null","0","11","null","null","6","null","13","null","12","23","null","null","70","86","null","null","17","27","null","null","11","16","null","null","302","123","null","null","9","16","null","null","62","null","46","null","128","null","155","null","55","40","null","null","17","18","null","null","29","22","null","null","0","11","null","null","531","97","null","null","0","11","null","null","0","11","null","null","0","11","null","null","7","13","null","null","15","23","null","null","20","22","null","null","54","50","null","null","0","11","null","null","190","63","null","null","44","28","null","null","42","42","null","null","26","24","null","null","79","46","null","null","45","null","30","null","3","null","5","null","6","9","null","null",
"1400000US42101024200","Census Tract 242, Philadelphia County, Pennsylvania","2781","520","null","null","1170","299","null","null","20","null","31","null","0","null","11","null","0","11","null","null","16","null","25","null","0","11","null","null","34","54","null","null","35","57","null","null","0","11","null","null","377","133","null","null","23","29","null","null","173","null","135","null","115","null","134","null","315","159","null","null","51","40","null","null","11","18","null","null","0","11","null","null","1611","380","null","null","20","27","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","36","50","null","null","97","88","null","null","97","94","null","null","397","163","null","null","34","40","null","null","280","160","null","null","194","126","null","null","275","247","null","null","181","null","89","null","0","null","11","null","0","11","null","null",
"1400000US42101024300","Census Tract 243, Philadelphia County, Pennsylvania","2734","359","null","null","987","208","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","21","30","null","null","12","21","null","null","0","11","null","null","22","39","null","null","248","96","null","null","13","19","null","null","123","null","83","null","167","null","116","null","259","117","null","null","59","40","null","null","26","31","null","null","37","56","null","null","1747","288","null","null","62","70","null","null","0","11","null","null","0","11","null","null","0","11","null","null","10","15","null","null","60","74","null","null","116","95","null","null","50","59","null","null","313","111","null","null","105","133","null","null","283","126","null","null","173","74","null","null","304","127","null","null","220","null","114","null","38","null","35","null","13","20","null","null",
"1400000US42101024400","Census Tract 244, Philadelphia County, Pennsylvania","2000","578","null","null","919","412","null","null","0","null","11","null","0","null","11","null","0","11","null","null","2","null","4","null","19","32","null","null","6","14","null","null","54","83","null","null","0","11","null","null","178","128","null","null","66","100","null","null","78","null","68","null","86","null","87","null","347","282","null","null","67","54","null","null","16","26","null","null","0","11","null","null","1081","286","null","null","11","18","null","null","0","11","null","null","28","44","null","null","69","67","null","null","0","11","null","null","14","26","null","null","69","71","null","null","0","11","null","null","217","107","null","null","87","89","null","null","203","123","null","null","43","54","null","null","232","123","null","null","57","null","69","null","51","null","84","null","0","11","null","null",
"1400000US42101024500","Census Tract 245, Philadelphia County, Pennsylvania","2371","461","null","null","811","265","null","null","26","null","34","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","31","49","null","null","95","62","null","null","39","56","null","null","218","111","null","null","111","168","null","null","125","null","101","null","40","null","49","null","116","111","null","null","0","11","null","null","0","11","null","null","10","16","null","null","1560","296","null","null","44","45","null","null","24","41","null","null","12","20","null","null","0","11","null","null","121","154","null","null","56","76","null","null","136","89","null","null","11","17","null","null","428","185","null","null","90","61","null","null","240","145","null","null","22","27","null","null","316","238","null","null","60","null","58","null","0","null","11","null","0","11","null","null",
"1400000US42101024600","Census Tract 246, Philadelphia County, Pennsylvania","1801","437","null","null","601","229","null","null","17","null","20","null","0","null","11","null","0","11","null","null","20","null","29","null","0","11","null","null","9","21","null","null","94","93","null","null","26","42","null","null","283","174","null","null","0","11","null","null","38","null","37","null","15","null","19","null","99","65","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1200","391","null","null","0","11","null","null","17","26","null","null","15","25","null","null","10","16","null","null","23","38","null","null","11","16","null","null","0","11","null","null","64","68","null","null","323","150","null","null","70","61","null","null","440","327","null","null","0","11","null","null","69","63","null","null","145","null","185","null","13","null","21","null","0","11","null","null",
"1400000US42101024700","Census Tract 247, Philadelphia County, Pennsylvania","2400","344","null","null","958","233","null","null","0","null","11","null","0","null","11","null","0","11","null","null","15","null","23","null","5","11","null","null","0","11","null","null","20","30","null","null","0","11","null","null","500","165","null","null","69","87","null","null","101","null","74","null","59","null","72","null","83","63","null","null","65","66","null","null","8","10","null","null","33","49","null","null","1442","240","null","null","20","24","null","null","0","11","null","null","0","11","null","null","9","14","null","null","0","11","null","null","0","11","null","null","50","49","null","null","0","11","null","null","515","161","null","null","46","44","null","null","161","94","null","null","296","130","null","null","140","85","null","null","138","null","98","null","0","null","11","null","67","88","null","null",
"1400000US42101024800","Census Tract 248, Philadelphia County, Pennsylvania","1447","284","null","null","590","204","null","null","37","null","62","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","34","44","null","null","14","16","null","null","202","107","null","null","2","6","null","null","151","null","125","null","80","null","58","null","55","64","null","null","15","20","null","null","0","11","null","null","0","11","null","null","857","146","null","null","4","8","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","15","20","null","null","0","11","null","null","46","41","null","null","237","101","null","null","29","30","null","null","225","92","null","null","155","97","null","null","120","75","null","null","26","null","27","null","0","null","11","null","0","11","null","null",
"1400000US42101024900","Census Tract 249, Philadelphia County, Pennsylvania","1658","295","null","null","593","183","null","null","13","null","21","null","0","null","11","null","9","20","null","null","0","null","11","null","47","65","null","null","33","54","null","null","40","60","null","null","11","17","null","null","180","112","null","null","9","20","null","null","140","null","96","null","37","null","44","null","60","61","null","null","14","23","null","null","0","11","null","null","0","11","null","null","1065","204","null","null","10","16","null","null","0","11","null","null","24","38","null","null","0","11","null","null","0","11","null","null","38","49","null","null","34","38","null","null","52","43","null","null","393","150","null","null","34","34","null","null","279","123","null","null","100","102","null","null","90","76","null","null","11","null","19","null","0","null","11","null","0","11","null","null",
"1400000US42101025200","Census Tract 252, Philadelphia County, Pennsylvania","5290","660","null","null","2248","538","null","null","138","null","195","null","0","null","15","null","14","21","null","null","36","null","43","null","92","97","null","null","73","102","null","null","82","98","null","null","152","125","null","null","710","298","null","null","51","70","null","null","326","null","195","null","307","null","315","null","183","125","null","null","60","61","null","null","24","40","null","null","0","15","null","null","3042","537","null","null","0","15","null","null","0","15","null","null","91","99","null","null","0","15","null","null","45","64","null","null","132","135","null","null","312","161","null","null","7","15","null","null","585","205","null","null","120","95","null","null","791","364","null","null","158","113","null","null","555","220","null","null","204","null","121","null","36","null","43","null","6","13","null","null",
"1400000US42101025300","Census Tract 253, Philadelphia County, Pennsylvania","3359","665","null","null","1352","294","null","null","7","null","13","null","0","null","11","null","0","11","null","null","0","null","11","null","19","24","null","null","0","11","null","null","88","55","null","null","24","39","null","null","563","245","null","null","44","37","null","null","269","null","124","null","147","null","109","null","69","50","null","null","100","53","null","null","22","24","null","null","0","11","null","null","2007","490","null","null","48","39","null","null","0","11","null","null","0","11","null","null","9","15","null","null","0","11","null","null","7","12","null","null","37","42","null","null","41","65","null","null","742","222","null","null","44","32","null","null","270","135","null","null","205","198","null","null","241","134","null","null","346","null","277","null","9","null","16","null","8","12","null","null",
"1400000US42101025400","Census Tract 254, Philadelphia County, Pennsylvania","3102","457","null","null","1438","307","null","null","99","null","100","null","0","null","11","null","0","11","null","null","59","null","73","null","0","11","null","null","0","11","null","null","16","22","null","null","15","18","null","null","353","171","null","null","41","44","null","null","221","null","110","null","90","null","72","null","361","186","null","null","159","87","null","null","12","20","null","null","12","19","null","null","1664","247","null","null","61","92","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","8","12","null","null","0","11","null","null","18","20","null","null","380","207","null","null","107","61","null","null","253","111","null","null","116","62","null","null","312","113","null","null","312","null","112","null","42","null","45","null","55","45","null","null",
"1400000US42101025500","Census Tract 255, Philadelphia County, Pennsylvania","2077","327","null","null","883","208","null","null","0","null","11","null","0","null","11","null","0","11","null","null","3","null","7","null","16","36","null","null","0","11","null","null","12","18","null","null","19","26","null","null","134","78","null","null","81","115","null","null","115","null","68","null","9","null","13","null","206","95","null","null","137","94","null","null","85","59","null","null","66","38","null","null","1194","166","null","null","18","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","12","19","null","null","0","11","null","null","20","44","null","null","0","11","null","null","139","78","null","null","15","18","null","null","47","47","null","null","81","85","null","null","376","99","null","null","351","null","112","null","75","null","50","null","60","39","null","null",
"1400000US42101025600","Census Tract 256, Philadelphia County, Pennsylvania","2178","267","null","null","977","190","null","null","2","null","3","null","0","null","11","null","0","11","null","null","0","null","11","null","10","18","null","null","16","30","null","null","46","37","null","null","0","11","null","null","211","104","null","null","10","17","null","null","185","null","121","null","71","null","53","null","161","62","null","null","139","64","null","null","58","35","null","null","68","43","null","null","1201","210","null","null","0","11","null","null","4","8","null","null","0","11","null","null","7","8","null","null","0","11","null","null","23","31","null","null","4","9","null","null","23","24","null","null","238","81","null","null","69","88","null","null","109","63","null","null","84","51","null","null","221","85","null","null","285","null","83","null","63","null","46","null","71","43","null","null",
"1400000US42101025700","Census Tract 257, Philadelphia County, Pennsylvania","3027","267","null","null","1197","155","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","12","27","null","null","45","51","null","null","23","28","null","null","24","27","null","null","101","57","null","null","67","42","null","null","187","null","83","null","75","null","82","null","305","111","null","null","228","64","null","null","41","37","null","null","89","49","null","null","1830","265","null","null","20","25","null","null","0","11","null","null","0","11","null","null","30","46","null","null","14","22","null","null","0","11","null","null","0","11","null","null","9","14","null","null","174","80","null","null","107","78","null","null","127","70","null","null","196","166","null","null","422","150","null","null","567","null","203","null","106","null","69","null","58","43","null","null",
"1400000US42101025800","Census Tract 258, Philadelphia County, Pennsylvania","1394","391","null","null","714","390","null","null","9","null","13","null","263","null","382","null","0","11","null","null","0","null","11","null","0","11","null","null","10","16","null","null","1","2","null","null","11","16","null","null","209","79","null","null","15","18","null","null","72","null","49","null","20","null","18","null","27","23","null","null","54","36","null","null","19","24","null","null","4","6","null","null","680","78","null","null","1","3","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","5","8","null","null","7","10","null","null","7","11","null","null","186","50","null","null","38","21","null","null","92","42","null","null","123","60","null","null","101","53","null","null","82","null","43","null","5","null","7","null","33","26","null","null",
"1400000US42101025900","Census Tract 259, Philadelphia County, Pennsylvania","2947","428","null","null","1250","318","null","null","18","null","28","null","44","null","60","null","42","67","null","null","0","null","11","null","0","11","null","null","0","11","null","null","17","29","null","null","0","11","null","null","494","202","null","null","32","62","null","null","291","null","198","null","49","null","43","null","190","117","null","null","73","98","null","null","0","11","null","null","0","11","null","null","1697","406","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","57","84","null","null","0","11","null","null","0","11","null","null","0","11","null","null","531","197","null","null","69","56","null","null","316","135","null","null","277","288","null","null","265","184","null","null","94","null","72","null","88","null","101","null","0","11","null","null",
"1400000US42101026000","Census Tract 260, Philadelphia County, Pennsylvania","2522","425","null","null","977","260","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","14","21","null","null","0","11","null","null","78","71","null","null","358","138","null","null","26","22","null","null","203","null","100","null","40","null","40","null","112","93","null","null","129","156","null","null","17","24","null","null","0","11","null","null","1545","239","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","34","39","null","null","46","57","null","null","505","106","null","null","37","40","null","null","204","101","null","null","158","71","null","null","360","116","null","null","201","null","185","null","0","null","11","null","0","11","null","null",
"1400000US42101026100","Census Tract 261, Philadelphia County, Pennsylvania","2221","395","null","null","1010","248","null","null","1","null","3","null","0","null","11","null","0","11","null","null","0","null","11","null","21","36","null","null","11","16","null","null","12","20","null","null","26","32","null","null","418","152","null","null","17","21","null","null","334","null","229","null","27","null","29","null","106","67","null","null","37","38","null","null","0","11","null","null","0","11","null","null","1211","216","null","null","0","11","null","null","9","14","null","null","0","11","null","null","0","11","null","null","0","11","null","null","2","6","null","null","0","11","null","null","0","11","null","null","415","151","null","null","36","30","null","null","229","174","null","null","112","75","null","null","176","74","null","null","129","null","77","null","64","null","47","null","39","46","null","null",
"1400000US42101026200","Census Tract 262, Philadelphia County, Pennsylvania","3062","743","null","null","1352","563","null","null","12","null","19","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","43","37","null","null","442","258","null","null","47","60","null","null","381","null","333","null","189","null","156","null","183","73","null","null","0","11","null","null","55","64","null","null","0","11","null","null","1710","278","null","null","29","35","null","null","0","11","null","null","0","11","null","null","0","11","null","null","78","72","null","null","0","11","null","null","11","10","null","null","34","39","null","null","619","256","null","null","65","38","null","null","208","100","null","null","138","80","null","null","242","115","null","null","228","null","128","null","58","null","62","null","0","11","null","null",
"1400000US42101026301","Census Tract 263.01, Philadelphia County, Pennsylvania","2635","392","null","null","1145","252","null","null","0","null","11","null","0","null","11","null","0","11","null","null","12","null","14","null","25","37","null","null","7","13","null","null","42","38","null","null","0","11","null","null","414","161","null","null","43","39","null","null","203","null","109","null","75","null","52","null","188","108","null","null","50","51","null","null","8","14","null","null","78","101","null","null","1490","211","null","null","10","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","23","26","null","null","63","56","null","null","401","118","null","null","120","62","null","null","361","116","null","null","157","71","null","null","149","83","null","null","187","null","130","null","11","null","17","null","8","13","null","null",
"1400000US42101026302","Census Tract 263.02, Philadelphia County, Pennsylvania","3615","590","null","null","1733","399","null","null","0","null","11","null","0","null","11","null","25","44","null","null","1","null","2","null","25","40","null","null","74","83","null","null","101","114","null","null","31","50","null","null","381","183","null","null","90","77","null","null","518","null","283","null","108","null","122","null","218","149","null","null","149","138","null","null","12","20","null","null","0","11","null","null","1882","331","null","null","24","37","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","42","68","null","null","34","38","null","null","102","93","null","null","458","169","null","null","129","96","null","null","313","193","null","null","139","98","null","null","345","177","null","null","265","null","208","null","31","null","49","null","0","11","null","null",
"1400000US42101026400","Census Tract 264, Philadelphia County, Pennsylvania","4384","1264","null","null","2063","781","null","null","42","null","57","null","0","null","15","null","0","15","null","null","0","null","15","null","41","47","null","null","46","47","null","null","11","20","null","null","76","84","null","null","583","211","null","null","153","123","null","null","691","null","680","null","138","null","115","null","191","123","null","null","12","19","null","null","79","110","null","null","0","15","null","null","2321","569","null","null","17","30","null","null","0","15","null","null","0","15","null","null","46","71","null","null","0","15","null","null","11","17","null","null","53","91","null","null","16","26","null","null","582","250","null","null","23","25","null","null","668","525","null","null","359","171","null","null","318","162","null","null","228","null","128","null","0","null","15","null","0","15","null","null",
"1400000US42101026500","Census Tract 265, Philadelphia County, Pennsylvania","3001","481","null","null","1284","355","null","null","25","null","41","null","0","null","15","null","0","15","null","null","0","null","15","null","0","15","null","null","48","46","null","null","16","31","null","null","7","13","null","null","777","279","null","null","19","24","null","null","256","null","130","null","20","null","32","null","116","121","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1717","278","null","null","63","66","null","null","58","58","null","null","0","15","null","null","0","15","null","null","10","18","null","null","37","46","null","null","33","28","null","null","9","16","null","null","574","163","null","null","188","120","null","null","313","109","null","null","152","87","null","null","89","66","null","null","191","null","108","null","0","null","15","null","0","15","null","null",
"1400000US42101026600","Census Tract 266, Philadelphia County, Pennsylvania","4708","749","null","null","2355","541","null","null","90","null","102","null","0","null","15","null","75","88","null","null","0","null","15","null","0","15","null","null","23","41","null","null","254","291","null","null","0","15","null","null","787","316","null","null","134","96","null","null","380","null","187","null","250","null","148","null","256","187","null","null","75","95","null","null","0","15","null","null","31","50","null","null","2353","370","null","null","55","67","null","null","0","15","null","null","0","15","null","null","0","15","null","null","16","27","null","null","39","54","null","null","104","83","null","null","0","15","null","null","947","255","null","null","292","168","null","null","340","181","null","null","139","94","null","null","324","179","null","null","72","null","73","null","0","null","15","null","25","40","null","null",
"1400000US42101026700","Census Tract 267, Philadelphia County, Pennsylvania","4655","635","null","null","2165","375","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","1","2","null","null","66","103","null","null","0","15","null","null","146","137","null","null","724","357","null","null","21","36","null","null","589","null","225","null","201","null","154","null","336","244","null","null","45","71","null","null","0","15","null","null","36","59","null","null","2490","536","null","null","70","93","null","null","30","48","null","null","0","15","null","null","21","37","null","null","0","15","null","null","26","31","null","null","93","81","null","null","78","91","null","null","919","370","null","null","148","134","null","null","600","236","null","null","230","151","null","null","259","197","null","null","16","null","28","null","0","null","15","null","0","15","null","null",
"1400000US42101026800","Census Tract 268, Philadelphia County, Pennsylvania","3432","461","null","null","1393","248","null","null","24","null","31","null","0","null","11","null","9","15","null","null","0","null","11","null","21","32","null","null","0","11","null","null","37","43","null","null","43","33","null","null","696","181","null","null","114","127","null","null","127","null","106","null","64","null","53","null","154","96","null","null","68","44","null","null","8","17","null","null","28","29","null","null","2039","404","null","null","21","34","null","null","8","13","null","null","15","20","null","null","22","27","null","null","69","62","null","null","47","62","null","null","58","57","null","null","18","19","null","null","641","228","null","null","171","84","null","null","249","132","null","null","154","73","null","null","389","164","null","null","162","null","90","null","0","null","11","null","15","24","null","null",
