"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003M","B15002_003MA","B15002_003EA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008EA","B15002_008M","B15002_008MA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016EA","B15002_016M","B15002_016MA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020EA","B15002_020M","B15002_020MA","B15002_021E","B15002_021EA","B15002_021M","B15002_021MA","B15002_022E","B15002_022EA","B15002_022M","B15002_022MA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024EA","B15002_024M","B15002_024MA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026EA","B15002_026M","B15002_026MA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033M","B15002_033MA","B15002_033EA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035EA","B15002_035M","B15002_035MA",
"1400000US42101023100","Census Tract 231, Philadelphia County, Pennsylvania","804","104","null","null","327","null","68","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","10","16","null","null","1","11","null","null","0","null","109","null","9","14","null","null","0","109","null","null","96","null","57","null","91","null","46","null","66","42","null","null","54","null","41","null","477","63","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","6","14","null","null","31","null","34","null","0","109","null","null","17","29","null","null","0","null","109","null","207","64","null","null","97","51","null","null","84","null","64","null","35","null","25","null",
"1400000US42101023500","Census Tract 235, Philadelphia County, Pennsylvania","816","119","null","null","351","null","91","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","14","null","21","null","0","null","109","null","0","109","null","null","55","42","null","null","33","null","36","null","41","37","null","null","8","12","null","null","114","null","67","null","61","null","61","null","16","20","null","null","9","null","16","null","465","99","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","55","null","46","null","38","35","null","null","94","71","null","null","0","null","109","null","75","47","null","null","138","58","null","null","57","null","38","null","8","null","15","null",
"1400000US42101023600","Census Tract 236, Philadelphia County, Pennsylvania","2317","278","null","null","1032","null","199","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","9","15","null","null","27","null","32","null","31","null","30","null","0","109","null","null","187","83","null","null","44","null","37","null","156","123","null","null","14","24","null","null","193","null","80","null","98","null","57","null","218","81","null","null","55","null","36","null","1285","169","null","null","0","null","109","null","0","null","109","null","0","null","109","null","51","32","null","null","0","null","109","null","29","null","26","null","41","null","36","null","26","23","null","null","259","null","100","null","20","22","null","null","8","13","null","null","47","null","43","null","212","84","null","null","310","97","null","null","163","null","71","null","119","null","72","null",
"1400000US42101023700","Census Tract 237, Philadelphia County, Pennsylvania","3195","424","null","null","1497","null","296","null","0","109","null","null","0","109","null","null","34","39","null","null","23","null","37","null","39","43","null","null","68","null","66","null","96","null","87","null","116","66","null","null","358","162","null","null","21","null","34","null","135","85","null","null","0","109","null","null","319","null","158","null","198","null","99","null","74","60","null","null","16","null","30","null","1698","272","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","15","null","24","null","50","null","60","null","91","null","91","null","39","44","null","null","177","null","90","null","77","61","null","null","156","107","null","null","54","null","55","null","448","160","null","null","513","160","null","null","40","null","42","null","38","null","46","null",
"1400000US42101023800","Census Tract 238, Philadelphia County, Pennsylvania","3424","447","null","null","1326","null","310","null","22","35","null","null","0","109","null","null","71","57","null","null","5","null","9","null","17","28","null","null","134","null","136","null","16","null","28","null","40","55","null","null","384","173","null","null","75","null","74","null","137","74","null","null","37","62","null","null","176","null","96","null","60","null","53","null","123","93","null","null","29","null","31","null","2098","318","null","null","22","null","35","null","0","null","109","null","0","null","109","null","0","109","null","null","90","null","64","null","0","null","109","null","43","null","40","null","38","41","null","null","520","null","186","null","73","58","null","null","233","110","null","null","178","null","122","null","617","196","null","null","203","87","null","null","30","null","32","null","51","null","40","null",
"1400000US42101023900","Census Tract 239, Philadelphia County, Pennsylvania","1162","213","null","null","495","null","143","null","0","109","null","null","0","109","null","null","0","109","null","null","28","null","33","null","0","109","null","null","7","null","12","null","5","null","11","null","0","109","null","null","71","69","null","null","21","null","26","null","105","100","null","null","50","53","null","null","138","null","86","null","37","null","29","null","0","109","null","null","33","null","46","null","667","153","null","null","0","null","109","null","0","null","109","null","23","null","37","null","6","10","null","null","27","null","32","null","33","null","30","null","13","null","16","null","13","15","null","null","163","null","82","null","0","109","null","null","200","108","null","null","0","null","109","null","77","48","null","null","64","42","null","null","22","null","31","null","26","null","37","null",
"1400000US42101024000","Census Tract 240, Philadelphia County, Pennsylvania","2505","369","null","null","1279","null","308","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","32","39","null","null","40","null","61","null","26","null","41","null","122","102","null","null","270","134","null","null","34","null","41","null","227","102","null","null","210","125","null","null","139","null","91","null","95","null","48","null","23","28","null","null","61","null","50","null","1226","203","null","null","0","null","109","null","0","null","109","null","0","null","109","null","27","42","null","null","26","null","29","null","47","null","42","null","66","null","66","null","40","65","null","null","170","null","85","null","73","65","null","null","170","98","null","null","82","null","84","null","214","138","null","null","181","77","null","null","33","null","39","null","97","null","88","null",
"1400000US42101024100","Census Tract 241, Philadelphia County, Pennsylvania","587","120","null","null","212","null","93","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","63","null","65","null","12","18","null","null","52","43","null","null","14","null","22","null","31","50","null","null","11","17","null","null","13","null","21","null","0","null","109","null","16","25","null","null","0","null","109","null","375","98","null","null","0","null","109","null","0","null","109","null","0","null","109","null","25","40","null","null","40","null","51","null","13","null","21","null","23","null","19","null","0","109","null","null","170","null","67","null","41","33","null","null","21","24","null","null","2","null","11","null","24","27","null","null","16","25","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024200","Census Tract 242, Philadelphia County, Pennsylvania","2376","288","null","null","1010","null","193","null","61","82","null","null","0","109","null","null","0","109","null","null","40","null","54","null","38","57","null","null","42","null","55","null","35","null","39","null","80","74","null","null","381","121","null","null","22","null","25","null","131","74","null","null","0","109","null","null","110","null","80","null","31","null","33","null","13","20","null","null","26","null","32","null","1366","217","null","null","23","null","33","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","22","null","28","null","263","null","138","null","28","27","null","null","455","null","163","null","100","63","null","null","186","101","null","null","17","null","19","null","185","82","null","null","54","45","null","null","23","null","27","null","10","null","16","null",
"1400000US42101024300","Census Tract 243, Philadelphia County, Pennsylvania","2744","344","null","null","1407","null","332","null","0","109","null","null","0","109","null","null","0","109","null","null","39","null","52","null","113","117","null","null","27","null","43","null","94","null","75","null","30","35","null","null","478","130","null","null","30","null","34","null","269","138","null","null","107","100","null","null","173","null","91","null","26","null","32","null","21","25","null","null","0","null","109","null","1337","192","null","null","0","null","109","null","0","null","109","null","0","null","109","null","24","26","null","null","0","null","109","null","12","null","20","null","46","null","39","null","0","109","null","null","457","null","149","null","60","43","null","null","297","107","null","null","36","null","33","null","304","115","null","null","82","49","null","null","9","null","14","null","10","null","16","null",
"1400000US42101024400","Census Tract 244, Philadelphia County, Pennsylvania","2295","459","null","null","1024","null","301","null","23","27","null","null","26","39","null","null","0","109","null","null","51","null","79","null","35","43","null","null","0","null","109","null","71","null","72","null","69","63","null","null","359","144","null","null","12","null","19","null","172","116","null","null","89","84","null","null","29","null","34","null","34","null","33","null","0","109","null","null","54","null","87","null","1271","348","null","null","0","null","109","null","0","null","109","null","0","null","109","null","20","31","null","null","0","null","109","null","37","null","44","null","60","null","53","null","60","72","null","null","732","null","290","null","48","77","null","null","48","45","null","null","121","null","80","null","137","86","null","null","8","14","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024500","Census Tract 245, Philadelphia County, Pennsylvania","2278","371","null","null","881","null","252","null","0","109","null","null","0","109","null","null","10","16","null","null","34","null","41","null","29","33","null","null","24","null","27","null","42","null","35","null","27","43","null","null","403","152","null","null","126","null","107","null","114","71","null","null","36","56","null","null","27","null","31","null","0","null","109","null","0","109","null","null","9","null","14","null","1397","247","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","42","null","44","null","29","null","37","null","171","null","94","null","42","42","null","null","578","null","158","null","78","58","null","null","246","132","null","null","81","null","52","null","102","101","null","null","28","27","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024600","Census Tract 246, Philadelphia County, Pennsylvania","1377","221","null","null","514","null","161","null","7","10","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","24","null","36","null","39","null","58","null","3","10","null","null","206","108","null","null","96","null","82","null","41","49","null","null","36","44","null","null","47","null","35","null","15","null","23","null","0","109","null","null","0","null","109","null","863","170","null","null","17","null","27","null","0","null","109","null","8","null","12","null","15","20","null","null","8","null","14","null","31","null","30","null","90","null","56","null","47","37","null","null","293","null","109","null","28","30","null","null","117","65","null","null","105","null","88","null","80","69","null","null","24","34","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024700","Census Tract 247, Philadelphia County, Pennsylvania","2816","507","null","null","1068","null","413","null","0","109","null","null","22","36","null","null","24","36","null","null","0","null","109","null","9","14","null","null","0","null","109","null","0","null","109","null","54","74","null","null","320","121","null","null","48","null","48","null","147","92","null","null","55","43","null","null","163","null","101","null","143","null","199","null","15","29","null","null","68","null","81","null","1748","261","null","null","0","null","109","null","14","null","22","null","0","null","109","null","127","114","null","null","0","null","109","null","161","null","117","null","122","null","90","null","122","92","null","null","556","null","140","null","176","101","null","null","156","98","null","null","117","null","65","null","97","70","null","null","100","105","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024800","Census Tract 248, Philadelphia County, Pennsylvania","1287","201","null","null","576","null","128","null","0","109","null","null","6","10","null","null","0","109","null","null","25","null","18","null","7","12","null","null","8","null","11","null","35","null","33","null","87","74","null","null","297","112","null","null","32","null","26","null","41","33","null","null","8","13","null","null","0","null","109","null","22","null","33","null","0","109","null","null","8","null","14","null","711","145","null","null","7","null","13","null","0","null","109","null","27","null","27","null","13","16","null","null","0","null","109","null","78","null","66","null","87","null","60","null","0","109","null","null","236","null","88","null","21","26","null","null","133","90","null","null","0","null","109","null","64","53","null","null","45","40","null","null","0","null","109","null","0","null","109","null",
"1400000US42101024900","Census Tract 249, Philadelphia County, Pennsylvania","1887","382","null","null","772","null","217","null","20","33","null","null","0","109","null","null","0","109","null","null","25","null","24","null","37","45","null","null","65","null","52","null","93","null","83","null","53","62","null","null","246","124","null","null","18","null","31","null","112","67","null","null","10","16","null","null","52","null","42","null","41","null","39","null","0","109","null","null","0","null","109","null","1115","262","null","null","21","null","32","null","0","null","109","null","21","null","37","null","34","37","null","null","19","null","37","null","27","null","32","null","92","null","86","null","67","85","null","null","330","null","96","null","20","23","null","null","227","139","null","null","107","null","84","null","95","63","null","null","20","20","null","null","35","null","47","null","0","null","109","null",
"1400000US42101025200","Census Tract 252, Philadelphia County, Pennsylvania","5378","731","null","null","2131","null","410","null","17","30","null","null","0","109","null","null","27","33","null","null","29","null","27","null","60","63","null","null","60","null","60","null","36","null","39","null","112","99","null","null","935","330","null","null","136","null","96","null","189","138","null","null","106","111","null","null","294","null","129","null","49","null","55","null","68","72","null","null","13","null","21","null","3247","512","null","null","12","null","20","null","0","null","109","null","29","null","33","null","194","109","null","null","40","null","44","null","142","null","85","null","86","null","57","null","62","47","null","null","1240","null","344","null","184","119","null","null","504","190","null","null","172","null","88","null","475","172","null","null","100","59","null","null","0","null","109","null","7","null","12","null",
"1400000US42101025300","Census Tract 253, Philadelphia County, Pennsylvania","2140","322","null","null","872","null","179","null","25","40","null","null","0","109","null","null","12","18","null","null","13","null","20","null","10","16","null","null","13","null","21","null","99","null","119","null","40","35","null","null","381","149","null","null","56","null","41","null","160","88","null","null","0","109","null","null","63","null","46","null","0","null","109","null","0","109","null","null","0","null","109","null","1268","234","null","null","0","null","109","null","0","null","109","null","0","null","109","null","35","42","null","null","37","null","49","null","25","null","25","null","35","null","45","null","21","24","null","null","651","null","230","null","82","47","null","null","131","77","null","null","122","null","82","null","49","35","null","null","70","47","null","null","0","null","109","null","10","null","18","null",
"1400000US42101025400","Census Tract 254, Philadelphia County, Pennsylvania","2794","309","null","null","1167","null","190","null","0","109","null","null","0","109","null","null","9","15","null","null","0","null","109","null","0","109","null","null","11","null","18","null","0","null","109","null","112","87","null","null","229","118","null","null","90","null","76","null","203","122","null","null","94","78","null","null","214","null","116","null","116","null","82","null","29","31","null","null","60","null","47","null","1627","220","null","null","29","null","45","null","0","null","109","null","0","null","109","null","29","41","null","null","0","null","109","null","11","null","17","null","18","null","27","null","0","109","null","null","437","null","129","null","133","69","null","null","168","87","null","null","174","null","118","null","234","97","null","null","319","96","null","null","37","null","35","null","38","null","32","null",
"1400000US42101025500","Census Tract 255, Philadelphia County, Pennsylvania","1771","181","null","null","778","null","125","null","0","109","null","null","11","16","null","null","0","109","null","null","0","null","109","null","0","109","null","null","11","null","16","null","62","null","52","null","3","15","null","null","175","90","null","null","9","null","15","null","67","38","null","null","72","54","null","null","151","null","65","null","92","null","42","null","95","71","null","null","30","null","48","null","993","149","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","10","null","15","null","0","null","109","null","21","null","27","null","0","109","null","null","239","null","105","null","51","37","null","null","97","69","null","null","68","null","50","null","225","79","null","null","213","77","null","null","49","null","35","null","20","null","22","null",
"1400000US42101025600","Census Tract 256, Philadelphia County, Pennsylvania","1911","237","null","null","803","null","147","null","11","19","null","null","0","109","null","null","0","109","null","null","6","null","11","null","8","14","null","null","23","null","38","null","0","null","109","null","8","14","null","null","139","93","null","null","31","null","34","null","39","35","null","null","36","32","null","null","270","null","111","null","145","null","60","null","53","41","null","null","34","null","29","null","1108","163","null","null","0","null","109","null","0","null","109","null","0","null","109","null","8","14","null","null","9","null","14","null","15","null","21","null","0","null","109","null","0","109","null","null","111","null","84","null","0","109","null","null","88","56","null","null","56","null","41","null","392","116","null","null","279","68","null","null","83","null","59","null","67","null","59","null",
"1400000US42101025700","Census Tract 257, Philadelphia County, Pennsylvania","2400","214","null","null","1220","null","163","null","0","109","null","null","0","109","null","null","4","9","null","null","60","null","82","null","0","109","null","null","0","null","109","null","31","null","41","null","30","45","null","null","156","86","null","null","72","null","64","null","67","53","null","null","47","42","null","null","470","null","160","null","178","null","89","null","85","56","null","null","20","null","29","null","1180","182","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","129","null","66","null","59","57","null","null","118","91","null","null","107","null","99","null","268","105","null","null","297","93","null","null","100","null","58","null","102","null","69","null",
"1400000US42101025800","Census Tract 258, Philadelphia County, Pennsylvania","1298","165","null","null","568","null","152","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","10","17","null","null","7","null","12","null","18","null","21","null","0","109","null","null","246","125","null","null","48","null","47","null","39","31","null","null","47","44","null","null","120","null","92","null","33","null","31","null","0","109","null","null","0","null","109","null","730","119","null","null","0","null","109","null","0","null","109","null","0","null","109","null","7","11","null","null","0","null","109","null","3","null","6","null","31","null","43","null","0","109","null","null","254","null","91","null","43","32","null","null","163","113","null","null","81","null","81","null","94","68","null","null","54","43","null","null","0","null","109","null","0","null","109","null",
"1400000US42101025900","Census Tract 259, Philadelphia County, Pennsylvania","3034","358","null","null","1308","null","252","null","13","21","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","11","null","18","null","73","null","63","null","0","109","null","null","652","192","null","null","91","null","67","null","237","115","null","null","71","58","null","null","109","null","102","null","51","null","79","null","0","109","null","null","0","null","109","null","1726","212","null","null","12","null","19","null","0","null","109","null","52","null","64","null","19","30","null","null","25","null","28","null","14","null","23","null","60","null","52","null","33","54","null","null","624","null","151","null","151","80","null","null","221","104","null","null","210","null","117","null","212","105","null","null","93","77","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026000","Census Tract 260, Philadelphia County, Pennsylvania","2005","251","null","null","868","null","154","null","15","25","null","null","0","109","null","null","0","109","null","null","25","null","28","null","8","14","null","null","75","null","64","null","36","null","36","null","18","27","null","null","259","96","null","null","90","null","77","null","129","91","null","null","38","34","null","null","91","null","74","null","45","null","38","null","39","42","null","null","0","null","109","null","1137","164","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","28","null","29","null","19","null","30","null","49","null","52","null","0","109","null","null","486","null","128","null","75","48","null","null","162","98","null","null","44","null","52","null","124","76","null","null","120","73","null","null","30","null","42","null","0","null","109","null",
"1400000US42101026100","Census Tract 261, Philadelphia County, Pennsylvania","2243","188","null","null","877","null","162","null","0","109","null","null","0","109","null","null","0","109","null","null","11","null","17","null","58","89","null","null","55","null","66","null","0","null","109","null","11","19","null","null","326","105","null","null","32","null","32","null","149","76","null","null","46","49","null","null","148","null","78","null","32","null","35","null","9","16","null","null","0","null","109","null","1366","166","null","null","0","null","109","null","0","null","109","null","0","null","109","null","15","24","null","null","0","null","109","null","38","null","41","null","49","null","41","null","26","43","null","null","357","null","119","null","74","61","null","null","245","110","null","null","86","null","74","null","254","92","null","null","174","73","null","null","35","null","35","null","13","null","21","null",
"1400000US42101026200","Census Tract 262, Philadelphia County, Pennsylvania","3029","285","null","null","1174","null","197","null","29","33","null","null","0","109","null","null","10","15","null","null","30","null","33","null","14","23","null","null","0","null","109","null","75","null","66","null","33","26","null","null","472","128","null","null","60","null","50","null","199","104","null","null","71","60","null","null","102","null","67","null","71","null","48","null","0","109","null","null","8","null","13","null","1855","182","null","null","13","null","20","null","0","null","109","null","0","null","109","null","36","43","null","null","0","null","109","null","8","null","13","null","67","null","73","null","12","19","null","null","812","null","186","null","74","46","null","null","320","122","null","null","112","null","65","null","196","89","null","null","118","63","null","null","78","null","95","null","9","null","15","null",
"1400000US42101026301","Census Tract 263.01, Philadelphia County, Pennsylvania","2867","266","null","null","1163","null","202","null","0","109","null","null","0","109","null","null","0","109","null","null","29","null","49","null","0","109","null","null","40","null","35","null","60","null","57","null","37","40","null","null","585","159","null","null","58","null","42","null","249","99","null","null","31","33","null","null","61","null","59","null","13","null","21","null","0","109","null","null","0","null","109","null","1704","161","null","null","11","null","18","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","34","null","50","null","31","null","47","null","67","53","null","null","659","null","163","null","90","55","null","null","359","127","null","null","203","null","111","null","175","85","null","null","64","41","null","null","0","null","109","null","11","null","18","null",
"1400000US42101026302","Census Tract 263.02, Philadelphia County, Pennsylvania","3284","405","null","null","1400","null","248","null","0","109","null","null","17","34","null","null","0","109","null","null","0","null","109","null","14","24","null","null","11","null","17","null","39","null","61","null","28","36","null","null","786","189","null","null","77","null","73","null","199","132","null","null","27","45","null","null","107","null","78","null","49","null","58","null","46","68","null","null","0","null","109","null","1884","268","null","null","0","null","109","null","25","null","40","null","0","null","109","null","0","109","null","null","39","null","62","null","49","null","47","null","88","null","78","null","64","54","null","null","757","null","243","null","60","59","null","null","220","128","null","null","187","null","105","null","135","96","null","null","193","101","null","null","29","null","44","null","38","null","41","null",
"1400000US42101026400","Census Tract 264, Philadelphia County, Pennsylvania","3741","392","null","null","1530","null","279","null","0","109","null","null","13","21","null","null","24","30","null","null","0","null","109","null","0","109","null","null","76","null","84","null","92","null","68","null","24","28","null","null","568","189","null","null","40","null","65","null","350","177","null","null","98","118","null","null","172","null","116","null","48","null","46","null","0","109","null","null","25","null","30","null","2211","268","null","null","0","null","109","null","0","null","109","null","49","null","61","null","0","109","null","null","28","null","45","null","39","null","49","null","44","null","41","null","84","58","null","null","1081","null","248","null","81","81","null","null","346","176","null","null","174","null","82","null","149","85","null","null","78","53","null","null","0","null","109","null","58","null","90","null",
"1400000US42101026500","Census Tract 265, Philadelphia County, Pennsylvania","2793","301","null","null","1144","null","253","null","0","109","null","null","20","32","null","null","0","109","null","null","34","null","30","null","5","9","null","null","33","null","26","null","23","null","30","null","5","11","null","null","610","200","null","null","68","null","56","null","229","110","null","null","59","56","null","null","6","null","10","null","34","null","40","null","0","109","null","null","18","null","29","null","1649","185","null","null","0","null","109","null","17","null","21","null","11","null","17","null","41","55","null","null","15","null","22","null","40","null","34","null","87","null","52","null","22","25","null","null","762","null","177","null","184","97","null","null","236","109","null","null","61","null","46","null","86","53","null","null","30","33","null","null","40","null","66","null","17","null","26","null",
"1400000US42101026600","Census Tract 266, Philadelphia County, Pennsylvania","4551","593","null","null","1917","null","440","null","0","109","null","null","0","109","null","null","0","109","null","null","36","null","58","null","15","23","null","null","23","null","28","null","173","null","127","null","20","31","null","null","1210","347","null","null","54","null","68","null","193","144","null","null","0","109","null","null","68","null","76","null","106","null","117","null","19","31","null","null","0","null","109","null","2634","345","null","null","13","null","22","null","0","null","109","null","135","null","158","null","0","109","null","null","36","null","43","null","33","null","36","null","46","null","44","null","61","60","null","null","1275","null","329","null","84","68","null","null","319","137","null","null","222","null","115","null","311","137","null","null","70","63","null","null","0","null","109","null","29","null","47","null",
"1400000US42101026700","Census Tract 267, Philadelphia County, Pennsylvania","4666","432","null","null","1907","null","328","null","55","67","null","null","0","109","null","null","7","14","null","null","66","null","83","null","57","69","null","null","101","null","77","null","38","null","45","null","105","85","null","null","861","237","null","null","192","null","122","null","242","129","null","null","27","33","null","null","95","null","61","null","27","null","31","null","15","23","null","null","19","null","22","null","2759","297","null","null","0","null","109","null","0","null","109","null","18","null","22","null","40","38","null","null","65","null","57","null","103","null","100","null","184","null","121","null","109","78","null","null","1413","null","254","null","164","90","null","null","384","141","null","null","36","null","38","null","167","97","null","null","76","60","null","null","0","null","109","null","0","null","109","null",
"1400000US42101026800","Census Tract 268, Philadelphia County, Pennsylvania","3008","294","null","null","1290","null","196","null","24","38","null","null","0","109","null","null","14","22","null","null","0","null","109","null","9","15","null","null","50","null","56","null","60","null","77","null","89","68","null","null","516","183","null","null","18","null","26","null","193","88","null","null","70","77","null","null","227","null","123","null","0","null","109","null","9","15","null","null","11","null","18","null","1718","238","null","null","25","null","30","null","0","null","109","null","13","null","21","null","21","31","null","null","0","null","109","null","16","null","25","null","185","null","108","null","112","81","null","null","731","null","218","null","79","72","null","null","148","92","null","null","132","null","84","null","194","105","null","null","32","30","null","null","7","null","12","null","23","null","28","null",
"1400000US42101026900","Census Tract 269, Philadelphia County, Pennsylvania","1630","222","null","null","841","null","119","null","0","109","null","null","0","109","null","null","44","52","null","null","25","null","43","null","7","14","null","null","16","null","19","null","60","null","52","null","7","13","null","null","285","95","null","null","43","null","52","null","114","72","null","null","32","34","null","null","165","null","90","null","32","null","53","null","0","109","null","null","11","null","17","null","789","203","null","null","11","null","17","null","0","null","109","null","0","null","109","null","67","42","null","null","9","null","15","null","8","null","14","null","9","null","14","null","16","19","null","null","317","null","136","null","16","29","null","null","131","67","null","null","9","null","17","null","108","45","null","null","67","71","null","null","13","null","23","null","8","null","17","null",
"1400000US42101027000","Census Tract 270, Philadelphia County, Pennsylvania","1701","266","null","null","861","null","203","null","2","31","null","null","1","26","null","null","0","109","null","null","0","null","109","null","0","109","null","null","11","null","19","null","12","null","35","null","13","20","null","null","322","156","null","null","1","null","26","null","271","145","null","null","48","41","null","null","64","null","50","null","89","null","58","null","15","23","null","null","12","null","19","null","840","139","null","null","32","null","36","null","0","null","109","null","1","null","15","null","0","109","null","null","0","null","109","null","22","null","34","null","54","null","65","null","41","41","null","null","271","null","117","null","60","62","null","null","107","70","null","null","123","null","97","null","119","60","null","null","10","17","null","null","0","null","109","null","0","null","109","null",
"1400000US42101027100","Census Tract 271, Philadelphia County, Pennsylvania","1511","142","null","null","654","null","114","null","83","53","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","29","null","29","null","11","17","null","null","257","144","null","null","16","null","24","null","117","70","null","null","30","38","null","null","99","null","66","null","12","null","19","null","0","109","null","null","0","null","109","null","857","106","null","null","33","null","31","null","0","null","109","null","25","null","31","null","0","109","null","null","0","null","109","null","23","null","26","null","0","null","109","null","84","68","null","null","305","null","88","null","89","81","null","null","83","48","null","null","118","null","59","null","71","48","null","null","26","30","null","null","0","null","109","null","0","null","109","null",
"1400000US42101027200","Census Tract 272, Philadelphia County, Pennsylvania","3121","232","null","null","1217","null","224","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","15","20","null","null","13","null","19","null","0","null","109","null","23","27","null","null","492","160","null","null","94","null","79","null","228","117","null","null","135","114","null","null","115","null","59","null","69","null","70","null","24","36","null","null","9","null","15","null","1904","171","null","null","66","null","80","null","23","null","30","null","25","null","27","null","0","109","null","null","4","null","10","null","47","null","52","null","83","null","75","null","33","43","null","null","685","null","177","null","162","81","null","null","237","107","null","null","128","null","68","null","226","107","null","null","135","71","null","null","25","null","38","null","25","null","38","null",
"1400000US42101027300","Census Tract 273, Philadelphia County, Pennsylvania","3835","358","null","null","1852","null","219","null","72","80","null","null","106","104","null","null","47","54","null","null","0","null","109","null","16","25","null","null","0","null","109","null","71","null","61","null","91","75","null","null","476","169","null","null","188","null","108","null","304","148","null","null","108","78","null","null","159","null","98","null","95","null","77","null","119","113","null","null","0","null","109","null","1983","243","null","null","127","null","91","null","42","null","67","null","13","null","22","null","160","121","null","null","18","null","28","null","77","null","66","null","19","null","29","null","96","73","null","null","535","null","195","null","71","77","null","null","262","126","null","null","190","null","117","null","297","127","null","null","76","83","null","null","0","null","109","null","0","null","109","null",
"1400000US42101027401","Census Tract 274.01, Philadelphia County, Pennsylvania","1957","291","null","null","866","null","227","null","44","49","null","null","9","17","null","null","20","38","null","null","47","null","52","null","0","109","null","null","22","null","35","null","55","null","60","null","68","54","null","null","389","166","null","null","35","null","37","null","69","56","null","null","16","27","null","null","35","null","42","null","17","null","31","null","18","30","null","null","22","null","32","null","1091","165","null","null","49","null","46","null","18","null","29","null","48","null","73","null","40","57","null","null","0","null","109","null","18","null","22","null","75","null","58","null","16","27","null","null","526","null","184","null","36","47","null","null","137","74","null","null","91","null","95","null","25","34","null","null","12","19","null","null","0","null","109","null","0","null","109","null",
